Unnamed: 0,price
1,425.28418
3,653.8359
8,304.58588
10,587.6201
12,495.81622
22,794.5829
23,587.6201
26,585.2092
29,669.37775
30,688.72565
31,688.72565
32,688.72565
33,669.092
34,669.092
35,543.8868
36,692.60187
37,653.8359
39,669.37775
43,654.12177
44,528.6307
52,690.78815
76,676.46454
77,655.7182
78,520.46014
79,520.46014
80,690.9168
81,690.9168
82,597.6981
83,749.1833
85,675.6607
91,554.5345
93,805.7184
96,779.3268
97,692.60187
119,888.0481
123,801.94147
124,805.8178
125,805.8178
126,878.9766
127,375.51968
129,208.00977
130,208.00977
134,794.5829
140,657.4427
143,669.37775
144,688.72565
146,600.5397
149,371.8193
150,554.5345
168,657.4427
169,770.58356
172,762.84283
175,554.5345
187,543.8868
192,888.0481
193,888.0481
194,554.5345
195,554.5345
196,554.5345
197,554.5345
198,554.5345
199,554.5345
201,474.90427
202,554.5345
203,554.5345
204,779.3268
207,474.90427
211,801.94147
215,690.78815
222,653.8359
223,762.55707
227,451.44943
235,637.3518
236,553.2319
250,554.5345
257,529.68604
267,782.19073
268,782.19073
270,782.19073
272,794.5829
273,779.3268
297,576.6672
303,400.80707
307,762.55707
330,801.94147
334,623.7308
342,455.00174
346,371.8193
349,773.484
350,451.44943
361,738.6609
364,509.57275
369,688.72565
372,749.1833
377,280.029
378,688.72565
379,688.72565
381,692.60187
387,619.8545
388,801.94147
389,459.64816
390,801.94147
409,773.484
410,773.484
411,618.7017
412,618.7017
416,284.19977
420,762.55707
421,801.94147
422,801.94147
427,326.29382
429,698.2485
436,375.51968
437,375.51968
438,375.51968
439,375.51968
463,888.0481
464,888.0481
465,888.0481
469,762.55707
470,762.55707
471,878.9766
472,762.55707
476,692.60187
488,762.55707
492,888.0481
498,451.44943
499,451.44943
502,888.0481
503,888.0481
504,451.44943
505,459.64816
506,451.44943
507,451.44943
508,888.0481
509,878.9766
510,451.44943
520,400.80707
521,425.28418
527,208.00977
529,653.8359
531,762.55707
532,669.37775
533,762.55707
537,371.8193
540,617.90643
541,617.90643
542,455.00174
563,209.67346
566,375.51968
571,669.37775
572,762.84283
574,279.46564
575,509.57275
586,888.0481
590,304.58588
592,762.55707
593,762.55707
596,450.24875
598,878.9766
599,878.9766
600,690.78815
601,878.9766
602,474.90427
603,878.9766
604,878.9766
605,690.78815
608,782.19073
613,782.19073
615,888.0481
616,690.78815
623,509.57275
627,624.16565
631,400.80707
632,400.80707
633,346.9266
641,878.9766
642,794.5829
643,794.5829
653,669.092
657,794.5829
658,794.5829
660,310.36862
667,554.5345
668,805.8178
675,585.2092
680,794.5829
681,878.9766
683,147.0777
689,635.0266
693,296.4078
699,607.06635
701,669.092
704,577.9328
705,577.9328
706,582.95636
707,294.74414
708,762.55707
721,762.55707
722,762.55707
724,738.6609
725,459.64816
726,459.64816
727,459.64816
728,734.78455
729,554.5345
754,640.4621
759,656.1429
763,888.0481
770,640.4621
773,762.84283
774,762.84283
777,762.84283
786,656.1429
787,656.1429
789,591.94
790,425.28418
792,371.8193
797,773.484
798,794.5829
800,888.0481
804,698.2485
814,232.2677
827,617.90643
830,762.84283
834,400.80707
836,400.80707
837,400.80707
838,400.80707
842,529.68604
847,529.68604
852,749.1833
856,773.484
864,356.56323
867,264.6796
868,451.44943
869,459.64816
870,451.44943
871,451.44943
872,371.8193
889,782.19073
890,782.19073
891,656.1429
892,782.19073
893,782.19073
894,782.19073
895,656.1429
906,557.1081
907,692.60187
915,782.19073
924,617.90643
927,454.17334
944,762.55707
947,794.5829
948,688.72565
970,264.6796
973,553.2319
975,268.5559
976,351.4139
977,422.34775
982,688.72565
983,656.1429
1010,590.38525
1011,446.37253
1029,669.092
1030,749.1833
1031,585.2092
1032,585.2092
1033,585.2092
1037,212.23648
1039,232.2677
1047,878.9766
1081,304.58588
1083,762.84283
1084,762.84283
1094,779.3268
1100,669.37775
1107,227.97794
1109,326.29382
1119,888.0481
1129,692.60187
1149,474.90427
1158,618.7017
1160,688.72565
1164,135.0539
1171,801.94147
1172,669.37775
1175,805.7184
1176,554.5345
1178,762.55707
1179,762.55707
1186,585.2092
1189,657.4427
1190,769.9296
1191,676.46454
1199,375.51968
1202,585.2092
1205,455.00174
1206,425.28418
1223,773.484
1224,680.3409
1226,676.46454
1227,782.19073
1231,888.0481
1237,878.9766
1247,355.2902
1258,617.90643
1259,617.90643
1263,706.42664
1266,554.5345
1285,794.5829
1286,794.5829
1287,794.5829
1288,669.092
1291,888.0481
1292,888.0481
1293,888.0481
1295,653.8359
1304,371.8193
1307,801.94147
1311,212.23648
1312,878.9766
1314,637.3518
1322,688.72565
1324,335.6673
1327,669.37775
1328,654.12177
1329,762.84283
1332,529.68604
1349,509.57275
1351,354.97366
1355,653.8359
1356,653.8359
1370,422.34775
1371,422.34775
1373,354.97366
1374,544.7026
1376,400.80707
1377,669.092
1378,669.092
1405,588.0638
1408,335.6673
1413,137.23596
1415,227.97794
1420,692.60187
1424,450.24875
1427,690.78815
1433,762.55707
1435,653.8359
1436,509.57275
1441,688.72565
1442,769.9296
1443,354.97366
1450,239.61328
1456,762.55707
1460,888.0481
1462,888.0481
1463,356.56323
1464,591.94
1465,888.0481
1466,227.97794
1467,239.61328
1477,669.37775
1479,658.5538
1482,618.7017
1484,690.78815
1496,762.84283
1497,794.5829
1499,124.354965
1500,676.46454
1503,656.1429
1504,782.19073
1515,690.78815
1516,350.8029
1521,762.84283
1523,782.19073
1525,610.01263
1526,669.37775
1531,656.1429
1534,656.1429
1541,637.3518
1542,528.6307
1543,543.8868
1559,658.5538
1569,209.67346
1570,264.6796
1576,749.1833
1583,446.37253
1584,543.8868
1586,878.9766
1587,658.5538
1598,105.77878
1599,129.05789
1600,129.05789
1602,878.9766
1603,878.9766
1604,878.9766
1605,878.9766
1611,425.28418
1628,354.97366
1632,762.55707
1633,762.55707
1638,619.8545
1641,690.78815
1644,680.9948
1646,769.9296
1649,653.8359
1652,769.9296
1658,422.34775
1672,734.78455
1680,676.46454
1692,654.12177
1693,669.37775
1694,654.12177
1696,375.51968
1697,239.61328
1698,213.54974
1699,690.78815
1710,586.509
1743,773.484
1745,585.2092
1746,692.60187
1767,589.0855
1770,326.29382
1771,326.29382
1773,446.37253
1785,520.46014
1789,339.71756
1793,669.37775
1795,585.2092
1797,669.37775
1799,688.72565
1808,543.8868
1823,294.74414
1824,350.8029
1826,599.11127
1833,669.092
1837,213.54974
1839,769.9296
1845,669.092
1846,669.092
1847,653.8359
1850,878.9766
1851,878.9766
1854,690.78815
1856,384.6912
1865,669.092
1866,888.0481
1867,694.37213
1872,618.7017
1874,586.509
1876,657.4427
1879,784.3819
1881,654.12177
1889,371.8193
1903,213.54974
1904,369.4351
1910,509.57275
1918,304.58588
1921,654.12177
1922,464.14966
1936,422.34775
1953,654.12177
1954,654.12177
1955,304.58588
1956,654.12177
1970,770.58356
1975,233.36969
1978,669.37775
1979,762.84283
1980,762.84283
1982,888.0481
1983,637.3518
1986,669.092
1988,400.80707
1993,400.80707
2001,326.29382
2019,769.9296
2030,657.4427
2038,669.092
2039,762.55707
2040,528.6307
2079,669.092
2080,770.58356
2087,579.08
2094,618.7017
2102,779.3268
2111,422.34775
2113,208.00977
2116,509.57275
2117,509.57275
2120,339.71756
2134,657.4427
2138,422.34775
2143,369.4351
2150,197.78207
2151,619.8545
2152,619.8545
2157,762.84283
2165,669.37775
2167,425.28418
2169,422.34775
2171,213.54974
2177,769.9296
2202,690.78815
2209,888.0481
2218,669.092
2223,773.484
2224,773.484
2226,422.34775
2242,239.61328
2245,653.8359
2246,653.8359
2248,268.5559
2252,346.9266
2264,655.7182
2265,669.092
2266,669.092
2268,691.1631
2271,782.19073
2272,782.19073
2276,749.1833
2277,307.88312
2280,455.00174
2282,769.9296
2302,782.19073
2310,657.4427
2318,762.55707
2320,554.5345
2321,490.14975
2327,125.50221
2350,805.7184
2351,888.0481
2354,474.90427
2360,617.90643
2362,762.55707
2365,653.8359
2399,677.11847
2401,888.0481
